Time,AvgPredGen,AvgPredNodes,AvgPredConnections,AvgPreyGen,AvgPreyNodes,AvgPreyConnections,predatorPop,predatorSpecies,preyPopulation,preySpecies
214.1,NaN,NaN,NaN,724,100,285,0,0,800,253
214.15,NaN,NaN,NaN,724,100,285,0,0,800,253
214.2,NaN,NaN,NaN,724,100,285,0,0,800,253
214.25,NaN,NaN,NaN,724,100,285,0,0,800,253
214.3,NaN,NaN,NaN,724,100,285,0,0,800,253
214.35,NaN,NaN,NaN,724,100,285,0,0,800,253
214.4,NaN,NaN,NaN,724,100,285,0,0,800,253
214.45,NaN,NaN,NaN,724,100,285,0,0,800,253
214.5,NaN,NaN,NaN,724,100,285,0,0,800,253
214.55,NaN,NaN,NaN,724,100,285,0,0,800,253
214.6,NaN,NaN,NaN,724,100,285,0,0,800,253
214.65,NaN,NaN,NaN,724,100,285,0,0,800,253
214.7,NaN,NaN,NaN,724,100,285,0,0,800,253
214.75,NaN,NaN,NaN,724,100,285,0,0,800,253
214.8,NaN,NaN,NaN,724,100,285,0,0,800,253
214.85,NaN,NaN,NaN,724,100,285,0,0,800,253
214.9,NaN,NaN,NaN,724,100,285,0,0,800,253
214.95,NaN,NaN,NaN,724,100,285,0,0,800,253
215,NaN,NaN,NaN,724,100,285,0,0,800,253
215.05,NaN,NaN,NaN,724,100,285,0,0,800,253
215.1,NaN,NaN,NaN,724,100,285,0,0,800,253
215.15,NaN,NaN,NaN,724,100,285,0,0,800,253
215.2,NaN,NaN,NaN,724,100,285,0,0,800,253
215.25,NaN,NaN,NaN,724,100,285,0,0,800,253
215.3,NaN,NaN,NaN,724,100,285,0,0,800,253
215.35,NaN,NaN,NaN,724,100,285,0,0,800,253
215.4,NaN,NaN,NaN,724,100,285,0,0,800,253
215.45,NaN,NaN,NaN,724,100,285,0,0,800,253
215.5,NaN,NaN,NaN,724,100,285,0,0,800,253
215.55,NaN,NaN,NaN,724,100,285,0,0,800,253
215.6,NaN,NaN,NaN,724,100,285,0,0,800,253
215.65,NaN,NaN,NaN,724,100,285,0,0,800,253
215.7,NaN,NaN,NaN,724,100,285,0,0,800,253
215.75,NaN,NaN,NaN,724,100,285,0,0,800,253
215.8,NaN,NaN,NaN,724,100,285,0,0,800,253
215.85,NaN,NaN,NaN,724,100,285,0,0,800,253
215.9,NaN,NaN,NaN,724,100,285,0,0,800,253
215.95,NaN,NaN,NaN,724,100,285,0,0,800,253
216,NaN,NaN,NaN,724,100,285,0,0,800,253
216.05,NaN,NaN,NaN,724,100,285,0,0,800,253
216.1,NaN,NaN,NaN,724,100,285,0,0,800,253
216.15,NaN,NaN,NaN,724,100,285,0,0,800,253
216.2,NaN,NaN,NaN,724,100,285,0,0,800,253
216.25,NaN,NaN,NaN,724,100,285,0,0,800,253
216.3,NaN,NaN,NaN,724,100,285,0,0,800,253
216.35,NaN,NaN,NaN,724,100,285,0,0,800,253
216.4,NaN,NaN,NaN,724,100,285,0,0,800,253
216.45,NaN,NaN,NaN,724,100,285,0,0,800,253
216.5,NaN,NaN,NaN,724,100,285,0,0,800,253
216.55,NaN,NaN,NaN,724,100,285,0,0,800,253
216.6,NaN,NaN,NaN,724,100,285,0,0,800,253
216.65,NaN,NaN,NaN,724,100,285,0,0,800,253
216.7,NaN,NaN,NaN,724,100,285,0,0,800,253
216.75,NaN,NaN,NaN,724,100,285,0,0,800,253
216.8,NaN,NaN,NaN,724,100,285,0,0,800,253
216.85,NaN,NaN,NaN,724,100,285,0,0,800,253
216.9,NaN,NaN,NaN,724,100,285,0,0,800,253
216.95,NaN,NaN,NaN,724,100,285,0,0,800,253
217,NaN,NaN,NaN,724,100,285,0,0,800,253
217.05,NaN,NaN,NaN,724,100,285,0,0,800,253
217.1,NaN,NaN,NaN,724,100,285,0,0,800,253
217.15,NaN,NaN,NaN,724,100,285,0,0,800,253
217.2,NaN,NaN,NaN,724,100,285,0,0,800,253
217.25,NaN,NaN,NaN,724,100,285,0,0,800,253
217.3,NaN,NaN,NaN,724,100,285,0,0,800,253
217.35,NaN,NaN,NaN,724,100,285,0,0,800,253
217.4,NaN,NaN,NaN,724,100,285,0,0,800,253
217.45,NaN,NaN,NaN,724,100,285,0,0,800,253
217.5,NaN,NaN,NaN,724,100,285,0,0,800,253
217.55,NaN,NaN,NaN,724,100,285,0,0,800,253
217.6,NaN,NaN,NaN,724,100,285,0,0,800,253
217.65,NaN,NaN,NaN,724,100,285,0,0,800,253
217.7,NaN,NaN,NaN,724,100,285,0,0,800,253
217.75,NaN,NaN,NaN,724,100,285,0,0,800,253
217.8,NaN,NaN,NaN,724,100,285,0,0,800,253
217.85,NaN,NaN,NaN,724,100,285,0,0,800,253
217.9,NaN,NaN,NaN,724,100,285,0,0,800,253
217.95,NaN,NaN,NaN,724,100,285,0,0,800,253
218,NaN,NaN,NaN,724,100,285,0,0,800,253
218.05,NaN,NaN,NaN,724,100,285,0,0,800,253
218.1,NaN,NaN,NaN,724,100,285,0,0,800,253
218.15,NaN,NaN,NaN,724,100,285,0,0,800,253
218.2,NaN,NaN,NaN,724,100,285,0,0,800,253
218.25,NaN,NaN,NaN,724,100,285,0,0,800,253
218.3,NaN,NaN,NaN,724,100,285,0,0,800,253
218.35,NaN,NaN,NaN,724,100,285,0,0,800,253
218.4,NaN,NaN,NaN,724,100,285,0,0,800,253
218.45,NaN,NaN,NaN,724,100,285,0,0,800,253
218.5,NaN,NaN,NaN,724,100,285,0,0,800,253
218.55,NaN,NaN,NaN,724,100,285,0,0,800,253
218.6,NaN,NaN,NaN,724,100,285,0,0,800,253
218.65,NaN,NaN,NaN,724,100,285,0,0,800,253
218.7,NaN,NaN,NaN,724,100,285,0,0,800,253
218.75,NaN,NaN,NaN,724,100,285,0,0,800,253
218.8,NaN,NaN,NaN,724,100,285,0,0,800,253
218.85,NaN,NaN,NaN,724,100,285,0,0,800,253
218.9,NaN,NaN,NaN,724,100,285,0,0,800,253
218.95,NaN,NaN,NaN,724,100,285,0,0,800,253
219,NaN,NaN,NaN,724,100,285,0,0,800,253
219.05,NaN,NaN,NaN,724,100,285,0,0,800,253
219.1,NaN,NaN,NaN,724,100,285,0,0,800,253
219.15,NaN,NaN,NaN,724,100,285,0,0,800,253
219.2,NaN,NaN,NaN,724,100,285,0,0,800,253
219.25,NaN,NaN,NaN,724,100,285,0,0,800,253
219.3,NaN,NaN,NaN,724,100,285,0,0,800,253
219.35,NaN,NaN,NaN,724,100,285,0,0,800,253
219.4,NaN,NaN,NaN,724,100,285,0,0,800,253
219.45,NaN,NaN,NaN,724,100,285,0,0,800,253
219.5,NaN,NaN,NaN,724,100,285,0,0,800,253
219.55,NaN,NaN,NaN,724,100,285,0,0,800,253
219.6,NaN,NaN,NaN,724,100,285,0,0,800,253
219.65,NaN,NaN,NaN,724,100,285,0,0,800,253
219.7,NaN,NaN,NaN,724,100,285,0,0,800,253
219.75,NaN,NaN,NaN,724,100,285,0,0,800,253
219.8,NaN,NaN,NaN,724,100,285,0,0,800,253
219.85,NaN,NaN,NaN,724,100,285,0,0,800,253
219.9,NaN,NaN,NaN,724,100,285,0,0,800,253
219.95,NaN,NaN,NaN,724,100,285,0,0,800,253
220,NaN,NaN,NaN,724,100,285,0,0,800,253
220.05,NaN,NaN,NaN,724,100,285,0,0,800,253
220.1,NaN,NaN,NaN,724,100,285,0,0,800,253
220.15,NaN,NaN,NaN,724,100,285,0,0,800,253
220.2,NaN,NaN,NaN,724,100,285,0,0,800,253
220.25,NaN,NaN,NaN,724,100,285,0,0,800,253
220.3,NaN,NaN,NaN,724,100,285,0,0,800,253
220.35,NaN,NaN,NaN,724,100,285,0,0,800,253
220.4,NaN,NaN,NaN,724,100,285,0,0,800,253
220.45,NaN,NaN,NaN,724,100,285,0,0,800,253
220.5,NaN,NaN,NaN,724,100,285,0,0,800,253
220.55,NaN,NaN,NaN,724,100,285,0,0,800,253
220.6,NaN,NaN,NaN,724,100,285,0,0,800,253
220.65,NaN,NaN,NaN,724,100,285,0,0,800,253
220.7,NaN,NaN,NaN,724,100,285,0,0,800,253
220.75,NaN,NaN,NaN,724,100,285,0,0,800,253
220.8,NaN,NaN,NaN,724,100,285,0,0,800,253
220.85,NaN,NaN,NaN,724,100,285,0,0,800,253
220.9,NaN,NaN,NaN,724,100,285,0,0,800,253
220.95,NaN,NaN,NaN,724,100,285,0,0,800,253
221,NaN,NaN,NaN,724,100,285,0,0,800,253
221.05,NaN,NaN,NaN,724,100,285,0,0,800,253
221.1,NaN,NaN,NaN,724,100,285,0,0,800,253
221.15,NaN,NaN,NaN,724,100,285,0,0,800,253
221.2,NaN,NaN,NaN,724,100,285,0,0,800,253
221.25,NaN,NaN,NaN,724,100,285,0,0,800,253
221.3,NaN,NaN,NaN,724,100,285,0,0,800,253
221.35,NaN,NaN,NaN,724,100,285,0,0,800,253
221.4,NaN,NaN,NaN,724,100,285,0,0,800,253
221.45,NaN,NaN,NaN,724,100,285,0,0,800,253
221.5,NaN,NaN,NaN,724,100,285,0,0,800,253
221.55,NaN,NaN,NaN,724,100,285,0,0,800,253
221.6,NaN,NaN,NaN,724,100,285,0,0,800,253
221.65,NaN,NaN,NaN,724,100,285,0,0,800,253
221.7,NaN,NaN,NaN,724,100,285,0,0,800,253
221.75,NaN,NaN,NaN,724,100,285,0,0,800,253
221.8,NaN,NaN,NaN,724,100,285,0,0,800,253
221.85,NaN,NaN,NaN,724,100,285,0,0,800,253
221.9,NaN,NaN,NaN,724,100,285,0,0,800,253
221.95,NaN,NaN,NaN,724,100,285,0,0,800,253
222,NaN,NaN,NaN,724,100,285,0,0,800,253
222.05,NaN,NaN,NaN,724,100,285,0,0,800,253
222.1,NaN,NaN,NaN,724,100,285,0,0,800,253
222.15,NaN,NaN,NaN,724,100,285,0,0,800,253
222.2,NaN,NaN,NaN,724,100,285,0,0,800,253
222.25,NaN,NaN,NaN,724,100,285,0,0,800,253
222.3,NaN,NaN,NaN,724,100,285,0,0,800,253
222.35,NaN,NaN,NaN,724,100,285,0,0,800,253
222.4,NaN,NaN,NaN,724,100,285,0,0,800,253
222.45,NaN,NaN,NaN,724,100,285,0,0,800,253
222.5,NaN,NaN,NaN,724,100,285,0,0,800,253
222.55,NaN,NaN,NaN,724,100,285,0,0,800,253
222.6,NaN,NaN,NaN,724,100,285,0,0,800,253
222.65,NaN,NaN,NaN,724,100,285,0,0,800,253
222.7,NaN,NaN,NaN,724,100,285,0,0,800,253
222.75,NaN,NaN,NaN,724,100,285,0,0,800,253
222.8,NaN,NaN,NaN,724,100,285,0,0,800,253
222.85,NaN,NaN,NaN,724,100,285,0,0,800,253
222.9,NaN,NaN,NaN,724,100,285,0,0,800,253
222.95,NaN,NaN,NaN,724,100,285,0,0,800,253
223,NaN,NaN,NaN,724,100,285,0,0,800,253
223.05,NaN,NaN,NaN,724,100,285,0,0,800,253
223.1,NaN,NaN,NaN,724,100,285,0,0,800,253
223.15,NaN,NaN,NaN,724,100,285,0,0,800,253
223.2,NaN,NaN,NaN,724,100,285,0,0,800,253
223.25,NaN,NaN,NaN,724,100,285,0,0,800,253
223.3,NaN,NaN,NaN,724,100,285,0,0,800,253
223.35,NaN,NaN,NaN,724,100,285,0,0,800,253
223.4,NaN,NaN,NaN,724,100,285,0,0,800,253
223.45,NaN,NaN,NaN,724,100,285,0,0,800,253
223.5,NaN,NaN,NaN,724,100,285,0,0,800,253
223.55,NaN,NaN,NaN,724,100,285,0,0,800,253
223.6,NaN,NaN,NaN,724,100,285,0,0,800,253
223.65,NaN,NaN,NaN,724,100,285,0,0,800,253
223.7,NaN,NaN,NaN,724,100,285,0,0,800,253
223.75,NaN,NaN,NaN,724,100,285,0,0,800,253
223.8,NaN,NaN,NaN,724,100,285,0,0,800,253
223.85,NaN,NaN,NaN,724,100,285,0,0,800,253
223.9,NaN,NaN,NaN,724,100,285,0,0,800,253
223.95,NaN,NaN,NaN,724,100,285,0,0,800,253
224,NaN,NaN,NaN,724,100,285,0,0,800,253
224.05,NaN,NaN,NaN,724,100,285,0,0,800,253
224.1,NaN,NaN,NaN,724,100,285,0,0,800,253
224.15,NaN,NaN,NaN,724,100,285,0,0,800,253
224.2,NaN,NaN,NaN,724,100,285,0,0,800,253
224.25,NaN,NaN,NaN,724,100,285,0,0,800,253
224.3,NaN,NaN,NaN,724,100,285,0,0,800,253
224.35,NaN,NaN,NaN,724,100,285,0,0,800,253
224.4,NaN,NaN,NaN,724,100,285,0,0,800,253
224.45,NaN,NaN,NaN,724,100,285,0,0,800,253
224.5,NaN,NaN,NaN,724,100,285,0,0,800,253
224.55,NaN,NaN,NaN,724,100,285,0,0,800,253
224.6,NaN,NaN,NaN,724,100,285,0,0,800,253
224.65,NaN,NaN,NaN,724,100,285,0,0,800,253
224.7,NaN,NaN,NaN,724,100,285,0,0,800,253
224.75,NaN,NaN,NaN,724,100,285,0,0,800,253
224.8,NaN,NaN,NaN,724,100,285,0,0,800,253
224.85,NaN,NaN,NaN,724,100,285,0,0,800,253
224.9,NaN,NaN,NaN,724,100,285,0,0,800,253
224.95,NaN,NaN,NaN,724,100,285,0,0,800,253
225,NaN,NaN,NaN,724,100,285,0,0,800,253
225.05,NaN,NaN,NaN,724,100,285,0,0,800,253
225.1,NaN,NaN,NaN,724,100,285,0,0,800,253
225.15,NaN,NaN,NaN,724,100,285,0,0,800,253
225.2,NaN,NaN,NaN,724,100,285,0,0,800,253
225.25,NaN,NaN,NaN,724,100,285,0,0,800,253
225.3,NaN,NaN,NaN,724,100,285,0,0,800,253
225.35,NaN,NaN,NaN,724,100,285,0,0,800,253
225.4,NaN,NaN,NaN,724,100,285,0,0,800,253
225.45,NaN,NaN,NaN,724,100,285,0,0,800,253
225.5,NaN,NaN,NaN,724,100,285,0,0,800,253
225.55,NaN,NaN,NaN,724,100,285,0,0,800,253
225.6,NaN,NaN,NaN,724,100,285,0,0,800,253
225.65,NaN,NaN,NaN,724,100,285,0,0,800,253
225.7,NaN,NaN,NaN,724,100,285,0,0,800,253
225.75,NaN,NaN,NaN,724,100,285,0,0,800,253
225.8,NaN,NaN,NaN,724,100,285,0,0,800,253
225.85,NaN,NaN,NaN,724,100,285,0,0,800,253
225.9,NaN,NaN,NaN,724,100,285,0,0,800,253
225.95,NaN,NaN,NaN,724,100,285,0,0,800,253
226,NaN,NaN,NaN,724,100,285,0,0,800,253
226.05,NaN,NaN,NaN,724,100,285,0,0,800,253
226.1,NaN,NaN,NaN,724,100,285,0,0,800,253
226.15,NaN,NaN,NaN,724,100,285,0,0,800,253
226.2,NaN,NaN,NaN,724,100,285,0,0,800,253
226.25,NaN,NaN,NaN,724,100,285,0,0,800,253
226.3,NaN,NaN,NaN,724,100,285,0,0,800,253
226.35,NaN,NaN,NaN,724,100,285,0,0,800,253
226.4,NaN,NaN,NaN,724,100,285,0,0,800,253
226.45,NaN,NaN,NaN,724,100,285,0,0,800,253
226.5,NaN,NaN,NaN,724,100,285,0,0,800,253
226.55,NaN,NaN,NaN,724,100,285,0,0,800,253
226.6,NaN,NaN,NaN,724,100,285,0,0,800,253
226.65,NaN,NaN,NaN,724,100,285,0,0,800,253
226.7,NaN,NaN,NaN,724,100,285,0,0,800,253
226.75,NaN,NaN,NaN,724,100,285,0,0,800,253
226.8,NaN,NaN,NaN,724,100,285,0,0,800,253
226.85,NaN,NaN,NaN,724,100,285,0,0,800,253
226.9,NaN,NaN,NaN,724,100,285,0,0,800,253
226.95,NaN,NaN,NaN,724,100,285,0,0,800,253
227,NaN,NaN,NaN,724,100,285,0,0,800,253
227.05,NaN,NaN,NaN,724,100,285,0,0,800,253
227.1,NaN,NaN,NaN,724,100,285,0,0,800,253
227.15,NaN,NaN,NaN,724,100,285,0,0,800,253
227.2,NaN,NaN,NaN,724,100,285,0,0,800,253
227.25,NaN,NaN,NaN,724,100,285,0,0,800,253
227.3,NaN,NaN,NaN,724,100,285,0,0,800,253
227.35,NaN,NaN,NaN,724,100,285,0,0,800,253
227.4,NaN,NaN,NaN,724,100,285,0,0,800,253
227.45,NaN,NaN,NaN,724,100,285,0,0,800,253
227.5,NaN,NaN,NaN,724,100,285,0,0,800,253
227.55,NaN,NaN,NaN,724,100,285,0,0,800,253
227.6,NaN,NaN,NaN,724,100,285,0,0,800,253
227.65,NaN,NaN,NaN,724,100,285,0,0,800,253
227.7,NaN,NaN,NaN,724,100,285,0,0,800,253
227.75,NaN,NaN,NaN,724,100,285,0,0,800,253
227.8,NaN,NaN,NaN,724,100,285,0,0,800,253
227.85,NaN,NaN,NaN,724,100,285,0,0,800,253
227.9,NaN,NaN,NaN,724,100,285,0,0,800,253
227.95,NaN,NaN,NaN,724,100,285,0,0,800,253
228,NaN,NaN,NaN,724,100,285,0,0,800,253
228.05,NaN,NaN,NaN,724,100,285,0,0,800,253
228.1,NaN,NaN,NaN,724,100,285,0,0,800,253
228.15,NaN,NaN,NaN,724,100,285,0,0,800,253
228.2,NaN,NaN,NaN,724,100,285,0,0,800,253
228.25,NaN,NaN,NaN,724,100,285,0,0,800,253
228.3,NaN,NaN,NaN,724,100,285,0,0,800,253
228.35,NaN,NaN,NaN,724,100,285,0,0,800,253
228.4,NaN,NaN,NaN,724,100,285,0,0,800,253
228.45,NaN,NaN,NaN,724,100,285,0,0,800,253
228.5,NaN,NaN,NaN,724,100,285,0,0,800,253
228.55,NaN,NaN,NaN,724,100,285,0,0,800,253
228.6,NaN,NaN,NaN,724,100,285,0,0,800,253
228.65,NaN,NaN,NaN,724,100,285,0,0,800,253
228.7,NaN,NaN,NaN,724,100,285,0,0,800,253
228.75,NaN,NaN,NaN,724,100,285,0,0,800,253
228.8,NaN,NaN,NaN,724,100,285,0,0,800,253
228.85,NaN,NaN,NaN,724,100,285,0,0,800,253
228.9,NaN,NaN,NaN,724,100,285,0,0,800,253
228.95,NaN,NaN,NaN,724,100,285,0,0,800,253
229,NaN,NaN,NaN,724,100,285,0,0,800,253
229.05,NaN,NaN,NaN,724,100,285,0,0,800,253
229.1,NaN,NaN,NaN,724,100,285,0,0,800,253
229.15,NaN,NaN,NaN,724,100,285,0,0,800,253
229.2,NaN,NaN,NaN,724,100,285,0,0,800,253
229.25,NaN,NaN,NaN,724,100,285,0,0,800,253
229.3,NaN,NaN,NaN,724,100,285,0,0,800,253
229.35,NaN,NaN,NaN,724,100,285,0,0,800,253
229.4,NaN,NaN,NaN,724,100,285,0,0,800,253
229.45,NaN,NaN,NaN,724,100,285,0,0,800,253
229.5,NaN,NaN,NaN,724,100,285,0,0,800,253
229.55,NaN,NaN,NaN,724,100,285,0,0,800,253
229.6,NaN,NaN,NaN,724,100,285,0,0,800,253
229.65,NaN,NaN,NaN,724,100,285,0,0,800,253
229.7,NaN,NaN,NaN,724,100,285,0,0,800,253
229.75,NaN,NaN,NaN,724,100,285,0,0,800,253
229.8,NaN,NaN,NaN,724,100,285,0,0,800,253
229.85,NaN,NaN,NaN,724,100,285,0,0,800,253
229.9,NaN,NaN,NaN,724,100,285,0,0,800,253
229.95,NaN,NaN,NaN,724,100,285,0,0,800,253
230,NaN,NaN,NaN,724,100,285,0,0,800,253
230.05,NaN,NaN,NaN,724,100,285,0,0,800,253
230.1,NaN,NaN,NaN,724,100,285,0,0,800,253
230.15,NaN,NaN,NaN,724,100,285,0,0,800,253
230.2,NaN,NaN,NaN,724,100,285,0,0,800,253
230.25,NaN,NaN,NaN,724,100,285,0,0,800,253
230.3,NaN,NaN,NaN,724,100,285,0,0,800,253
230.35,NaN,NaN,NaN,724,100,285,0,0,800,253
230.4,NaN,NaN,NaN,724,100,285,0,0,800,253
230.45,NaN,NaN,NaN,724,100,285,0,0,800,253
230.5,NaN,NaN,NaN,724,100,285,0,0,800,253
230.55,NaN,NaN,NaN,724,100,285,0,0,800,253
230.6,NaN,NaN,NaN,724,100,285,0,0,800,253
230.65,NaN,NaN,NaN,724,100,285,0,0,800,253
230.7,NaN,NaN,NaN,724,100,285,0,0,800,253
230.75,NaN,NaN,NaN,724,100,285,0,0,800,253
230.8,NaN,NaN,NaN,724,100,285,0,0,800,253
230.85,NaN,NaN,NaN,724,100,285,0,0,800,253
230.9,NaN,NaN,NaN,724,100,285,0,0,800,253
230.95,NaN,NaN,NaN,724,100,285,0,0,800,253
231,NaN,NaN,NaN,724,100,285,0,0,800,253
231.05,NaN,NaN,NaN,724,100,285,0,0,800,253
231.1,NaN,NaN,NaN,724,100,285,0,0,800,253
231.15,NaN,NaN,NaN,724,100,285,0,0,800,253
231.2,NaN,NaN,NaN,724,100,285,0,0,800,253
231.25,NaN,NaN,NaN,724,100,285,0,0,800,253
231.3,NaN,NaN,NaN,724,100,285,0,0,800,253
231.35,NaN,NaN,NaN,724,100,285,0,0,800,253
231.4,NaN,NaN,NaN,724,100,285,0,0,800,253
231.45,NaN,NaN,NaN,724,100,285,0,0,800,253
231.5,NaN,NaN,NaN,724,100,285,0,0,800,253
231.55,NaN,NaN,NaN,724,100,285,0,0,800,253
231.6,NaN,NaN,NaN,724,100,285,0,0,800,253
231.65,NaN,NaN,NaN,724,100,285,0,0,800,253
231.7,NaN,NaN,NaN,724,100,285,0,0,800,253
231.75,NaN,NaN,NaN,724,100,285,0,0,800,253
231.8,NaN,NaN,NaN,724,100,285,0,0,800,253
231.85,NaN,NaN,NaN,724,100,285,0,0,800,253
231.9,NaN,NaN,NaN,724,100,285,0,0,800,253
231.95,NaN,NaN,NaN,724,100,285,0,0,800,253
232,NaN,NaN,NaN,724,100,285,0,0,800,253
232.05,NaN,NaN,NaN,724,100,285,0,0,800,253
232.1,NaN,NaN,NaN,724,100,285,0,0,800,253
232.15,NaN,NaN,NaN,724,100,285,0,0,800,253
232.2,NaN,NaN,NaN,724,100,285,0,0,800,253
232.25,NaN,NaN,NaN,724,100,285,0,0,800,253
232.3,NaN,NaN,NaN,724,100,285,0,0,800,253
232.35,NaN,NaN,NaN,724,100,285,0,0,800,253
232.4,NaN,NaN,NaN,724,100,285,0,0,800,253
232.45,NaN,NaN,NaN,724,100,285,0,0,800,253
232.5,NaN,NaN,NaN,724,100,285,0,0,800,253
232.55,NaN,NaN,NaN,724,100,285,0,0,800,253
232.6,NaN,NaN,NaN,724,100,285,0,0,800,253
232.65,NaN,NaN,NaN,724,100,285,0,0,800,253
232.7,NaN,NaN,NaN,724,100,285,0,0,800,253
232.75,NaN,NaN,NaN,724,100,285,0,0,800,253
232.8,NaN,NaN,NaN,724,100,285,0,0,800,253
232.85,NaN,NaN,NaN,724,100,285,0,0,800,253
232.9,NaN,NaN,NaN,724,100,285,0,0,800,253
232.95,NaN,NaN,NaN,724,100,285,0,0,800,253
233,NaN,NaN,NaN,724,100,285,0,0,800,253
233.05,NaN,NaN,NaN,724,100,285,0,0,800,253
233.1,NaN,NaN,NaN,724,100,285,0,0,800,253
233.15,NaN,NaN,NaN,724,100,285,0,0,800,253
233.2,NaN,NaN,NaN,724,100,285,0,0,800,253
233.25,NaN,NaN,NaN,724,100,285,0,0,800,253
233.3,NaN,NaN,NaN,724,100,285,0,0,800,253
233.35,NaN,NaN,NaN,724,100,285,0,0,800,253
233.4,NaN,NaN,NaN,724,100,285,0,0,800,253
233.45,NaN,NaN,NaN,724,100,285,0,0,800,253
233.5,NaN,NaN,NaN,724,100,285,0,0,800,253
233.55,NaN,NaN,NaN,724,100,285,0,0,800,253
233.6,NaN,NaN,NaN,724,100,285,0,0,800,253
233.65,NaN,NaN,NaN,724,100,285,0,0,800,253
233.7,NaN,NaN,NaN,724,100,285,0,0,800,253
233.75,NaN,NaN,NaN,724,100,285,0,0,800,253
233.8,NaN,NaN,NaN,724,100,285,0,0,800,253
233.85,NaN,NaN,NaN,724,100,285,0,0,800,253
233.9,NaN,NaN,NaN,724,100,285,0,0,800,253
233.95,NaN,NaN,NaN,724,100,285,0,0,800,253
234,NaN,NaN,NaN,724,100,285,0,0,800,253
234.05,NaN,NaN,NaN,724,100,285,0,0,800,253
234.1,NaN,NaN,NaN,724,100,285,0,0,800,253
234.15,NaN,NaN,NaN,724,100,285,0,0,800,253
234.2,NaN,NaN,NaN,724,100,285,0,0,800,253
234.25,NaN,NaN,NaN,724,100,285,0,0,800,253
234.3,NaN,NaN,NaN,724,100,285,0,0,800,253
234.35,NaN,NaN,NaN,724,100,285,0,0,800,253
234.4,NaN,NaN,NaN,724,100,285,0,0,800,253
234.45,NaN,NaN,NaN,724,100,285,0,0,800,253
234.5,NaN,NaN,NaN,724,100,285,0,0,800,253
234.55,NaN,NaN,NaN,724,100,285,0,0,800,253
234.6,NaN,NaN,NaN,724,100,285,0,0,800,253
234.65,NaN,NaN,NaN,724,100,285,0,0,800,253
234.7,NaN,NaN,NaN,724,100,285,0,0,800,253
234.75,NaN,NaN,NaN,724,100,285,0,0,800,253
234.8,NaN,NaN,NaN,724,100,285,0,0,800,253
234.85,NaN,NaN,NaN,724,100,285,0,0,800,253
234.9,NaN,NaN,NaN,724,100,285,0,0,800,253
234.95,NaN,NaN,NaN,724,100,285,0,0,800,253
235,NaN,NaN,NaN,724,100,285,0,0,800,253
235.05,NaN,NaN,NaN,724,100,285,0,0,800,253
235.1,NaN,NaN,NaN,724,100,285,0,0,800,253
235.15,NaN,NaN,NaN,724,100,285,0,0,800,253
235.2,NaN,NaN,NaN,724,100,285,0,0,800,253
235.25,NaN,NaN,NaN,724,100,285,0,0,800,253
235.3,NaN,NaN,NaN,724,100,285,0,0,800,253
235.35,NaN,NaN,NaN,724,100,285,0,0,800,253
235.4,NaN,NaN,NaN,724,100,285,0,0,800,253
235.45,NaN,NaN,NaN,724,100,285,0,0,800,253
235.5,NaN,NaN,NaN,724,100,285,0,0,800,253
235.55,NaN,NaN,NaN,724,100,285,0,0,800,253
235.6,NaN,NaN,NaN,724,100,285,0,0,800,253
235.65,NaN,NaN,NaN,724,100,285,0,0,800,253
235.7,NaN,NaN,NaN,724,100,285,0,0,800,253
235.75,NaN,NaN,NaN,724,100,285,0,0,800,253
235.8,NaN,NaN,NaN,724,100,285,0,0,800,253
235.85,NaN,NaN,NaN,724,100,285,0,0,800,253
235.9,NaN,NaN,NaN,724,100,285,0,0,800,253
235.95,NaN,NaN,NaN,724,100,285,0,0,800,253
236,NaN,NaN,NaN,724,100,285,0,0,800,253
236.05,NaN,NaN,NaN,724,100,285,0,0,800,253
236.1,NaN,NaN,NaN,724,100,285,0,0,800,253
236.15,NaN,NaN,NaN,724,100,285,0,0,800,253
236.2,NaN,NaN,NaN,724,100,285,0,0,800,253
236.25,NaN,NaN,NaN,724,100,285,0,0,800,253
236.3,NaN,NaN,NaN,724,100,285,0,0,800,253
236.35,NaN,NaN,NaN,724,100,285,0,0,800,253
236.4,NaN,NaN,NaN,724,100,285,0,0,800,253
236.45,NaN,NaN,NaN,724,100,285,0,0,800,253
236.5,NaN,NaN,NaN,724,100,285,0,0,800,253
236.55,NaN,NaN,NaN,724,100,285,0,0,800,253
236.6,NaN,NaN,NaN,724,100,285,0,0,800,253
236.65,NaN,NaN,NaN,724,100,285,0,0,800,253
236.7,NaN,NaN,NaN,724,100,285,0,0,800,253
236.75,NaN,NaN,NaN,724,100,285,0,0,800,253
236.8,NaN,NaN,NaN,724,100,285,0,0,800,253
236.85,NaN,NaN,NaN,724,100,285,0,0,800,253
236.9,NaN,NaN,NaN,724,100,285,0,0,800,253
236.95,NaN,NaN,NaN,724,100,285,0,0,800,253
237,NaN,NaN,NaN,724,100,285,0,0,800,253
237.05,NaN,NaN,NaN,724,100,285,0,0,800,253
237.1,NaN,NaN,NaN,724,100,285,0,0,800,253
237.15,NaN,NaN,NaN,724,100,285,0,0,800,253
237.2,NaN,NaN,NaN,724,100,285,0,0,800,253
237.25,NaN,NaN,NaN,724,100,285,0,0,800,253
237.3,NaN,NaN,NaN,724,100,285,0,0,800,253
